Title,Year,Manufacturer,Model,USD Price,Original Currency,Condition,Frame Size,Wheel Size,Front Travel,Rear Travel,Material,Reason for Review
2014 Santa Cruz 5010 - XT/XO,2014,Santa Cruz,5010,2014,,1350,CAD,"Good - Used, Mechanically Sound",M,"27.5"" / 650B",140 mm,currency
2021 Transition Patrol carbon GX,2021,Transition,Patrol,2021,,2500,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",170 mm,currency
2021 Specialized stumpjumper evo,2021,Specialized,Stumpjumper EVO,2021,,3200,USD,Excellent - Lightly Ridden,L,"29""",160 mm,currency
2022 Commencal Clash,2022,Commencal,Clash,2022,,4000,USD,"Good - Used, Mechanically Sound",XL,"27.5"" / 650B",180 mm,currency
2023 Trek slash large,2023,Trek,Slash,2023,,4500,USD,Excellent - Lightly Ridden,L,"29""",170 mm,currency
2020 Specialized Status 160 (Size S2),2020,Specialized,Status,2020,,1950,USD,"Good - Used, Mechanically Sound",S,"29""",160 mm,currency
2018 Banshee Rune v2 27.5,2018,Banshee,NoModelFound,2018,,2100,USD,"Good - Used, Mechanically Sound",M,"27.5"" / 650B",170 mm,model
2020 Transition Patrol Carbon Large,2020,Transition,Patrol,2020,,2700,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",170 mm,currency
2022 Ibis Ripmo Carbon Large,2022,Ibis,Ripmo,2022,,4800,USD,Excellent - Lightly Ridden,L,"29""",160 mm,currency
2012 Azonic b-52 enduro,2012,NoManufacturer,Nduro,2012,,650,USD,"Good - Used, Mechanically Sound",L,"26""",170 mm,manufacturer
2022 Specialized Enduro S4,2022,Specialized,Enduro,2022,,4200,USD,Excellent - Lightly Ridden,L,"29""",170 mm,currency
2022 Juliana Roubion carbon C S build. Size XS,2022,Juliana,Roubion,2022,,4200,USD,Excellent - Lightly Ridden,XS,"27.5"" / 650B",160 mm,currency
2021 Pivot Firebird,2021,Pivot,NoModelFound,2021,,5900,USD,Excellent - Lightly Ridden,M,"29""",170 mm,model
2021 Evil Offering V1,2021,Evil,Offering,2021,,5000,USD,Excellent - Lightly Ridden,L,"29""",160 mm,currency
2023 Cannondale Jekyll 2 Carbon Medium,2023,Cannondale,Jekyll,2023,,2900,USD,"Good - Used, Mechanically Sound",M,"29""",170 mm,currency
2023 Cannondale Jekyll 2 Carbon Large,2023,Cannondale,Jekyll,2023,,2900,USD,"Good - Used, Mechanically Sound",L,"29""",170 mm,currency
2023 Cannondale Jekyll 2 XL,2023,Cannondale,Jekyll,2023,,2500,USD,"Good - Used, Mechanically Sound",XL,"29""",170 mm,currency
2020 Yt Capra Elite M,2020,YT,Elite,2020,,4000,USD,Excellent - Lightly Ridden,M,"29""",170 mm,currency
2022 Santa Cruz Bronson,2022,Santa Cruz,Bronson,2022,,4000,USD,Excellent - Lightly Ridden,M,"29""",160 mm,currency
2020 Giant Reign advanced Pro 1,2020,Giant,Reign,2020,,4000,USD,"Good - Used, Mechanically Sound",M,"29""",160 mm,currency
2016 Transition Patrol - Large,2016,Transition,Patrol,2016,,1800,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",160 mm,currency
2018 Cannondale Jekyll large 27.5 bling parts,2018,Cannondale,Jekyll,2018,,2500,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",170 mm,currency
2015 Devinci troy RR,2015,Devinci,Troy,2015,,1500,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",150 mm,currency
2021 Ibis Ripmo V2 Small,2021,Ibis,Ripmo,2021,,3400,USD,Excellent - Lightly Ridden,S,"29""",160 mm,currency
2020 Giant Reign 29er Large Excellent Condition,2020,Giant,Reign,2020,,2300,USD,Excellent - Lightly Ridden,L,"29""",160 mm,currency
2021 Norco Sight A2 Large,2021,Norco,Sight,2021,,3500,CAD,Excellent - Lightly Ridden,L,"29""",160 mm,currency
2018 Santa Cruz Nomad Carbon,2018,Santa Cruz,Nomad,2018,,3500,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",180 mm,currency
2022 SCOR 4060 LT W/ Upgrades,2022,Scor,4060 LT,2022,,4300,USD,Excellent - Lightly Ridden,L,"29""",170 mm,currency
2017 Specialized S-Works Enduro Great Bike!,2017,Specialized,Enduro,2017,,2100,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",160 mm,currency
2022 Trek SLASH 9.7,2022,Trek,Slash,2022,,5600,USD,Excellent - Lightly Ridden,L,"29""",180 mm,currency
2022 YETI SB165 T2 large,2022,Yeti,SB165,2022,,5500,USD,Excellent - Lightly Ridden,L,"27.5"" / 650B",180 mm,currency
2022 Yeti sb140,2022,Yeti,SB140,2022,,4500,USD,Excellent - Lightly Ridden,M,"27.5"" / 650B",140 mm,currency
2021 Revel rail 27.5,2021,Revel,Rail,2021,,2850,USD,Excellent - Lightly Ridden,M,"27.5"" / 650B",170 mm,currency
2021 21 Specialized Enduro Dusty Lilac S3,2021,Specialized,Enduro,2021,,3200,USD,"Good - Used, Mechanically Sound",L,"29""",170 mm,currency
2019 Transition Ripcord 24”,2019,Transition,NoModelFound,2019,,1100,USD,Excellent - Lightly Ridden,S,"24""",100 mm,model
2019 Rocky Mountain Pipeline C70,2019,Rocky Mountain,Pipeline,2019,,2550,USD,Excellent - Lightly Ridden,M,"27.5"" / 650B",150 mm,currency
"2023 Chromag Rootdown w/ Z1 coil, XT",2023,Chromag,Rootdown,2023,,4000,CAD,Excellent - Lightly Ridden,L,"29""",160 mm,currency
2018 Giant Reign 2,2018,Giant,Reign,2018,,2800,CAD,Excellent - Lightly Ridden,L,"27.5"" / 650B",160 mm,currency
2016 M Norco Sight,2016,Norco,Sight,2016,,1200,CAD,"Good - Used, Mechanically Sound",M,"27.5"" / 650B",140 mm,currency
2022 Specialized Enduro Expert,2022,Specialized,Enduro,2022,,3500,USD,"Good - Used, Mechanically Sound",XL,"29""",170 mm,currency
2022 Trek Slash,2022,Trek,Slash,2022,,5900,CAD,New - Unridden/With Tags,L,"29""",170 mm,currency
2017 Ibis Mojo HD 27.5 medium,2017,Ibis,Mojo,2017,,2100,USD,"Good - Used, Mechanically Sound",M,"27.5"" / 650B",160 mm,currency
2021 Kona Process 153DL,2021,Kona,Process 153,2021,,3200,CAD,Excellent - Lightly Ridden,L,"29""",160 mm,currency
2021 Specialized Enduro,2021,Specialized,Enduro,2021,,5500,USD,"Good - Used, Mechanically Sound",M,"29""",170 mm,currency
2022 Rythm pace gx axs,2022,YT,NoModelFound,2022,,3500,CAD,"Good - Used, Mechanically Sound",M,"29""",160 mm,model
2019 Rocky Mountain Altitude,2019,Rocky Mountain,Altitude,2019,,3750,CAD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",160 mm,currency
2021 “WOW” IBIS RIPMO V1 LARGE,2021,Ibis,Ripmo,2021,,4195,USD,Excellent - Lightly Ridden,L,"29""",160 mm,currency
"2018 YT Capra Carbon 29"" Large",2018,YT,Capra,2018,,2300,USD,"Good - Used, Mechanically Sound",L,"29""",160 mm,currency
2018 Pivot Mach 6 Carbon [small],2018,Pivot,NoModelFound,2018,,3250,USD,"Good - Used, Mechanically Sound",S,"27.5"" / 650B",160 mm,model
2017 Trek Remedy 9 Race Shop Limited 19.5 inch frame,2017,Trek,Remedy,2017,,3000,CAD,"Good - Used, Mechanically Sound","19.5""","27.5"" / 650B",160 mm,currency
2015 Lapierre Zesty Am 427,2015,NoManufacturer,NoModelFound,2015,,999,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",150 mm,manufacturer
2017 Specialized Enduro Carbon Pro,2017,Specialized,Enduro,2017,,2600,USD,"Good - Used, Mechanically Sound",L,"29""",160 mm,currency
2021 Specialized Enduro,2021,Specialized,Enduro,2021,,1400,USD,Excellent - Lightly Ridden,L,"29""",140 mm,currency
2016 Banshee Rune V2 LRG,2016,Banshee,NoModelFound,2016,,1700,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",160 mm,model
2020 yeti sb 165,2020,Yeti,NoModelFound,2020,,3900,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",180 mm,model
2023 Transition Patrol,2023,Transition,Patrol,2023,,5500,CAD,"Good - Used, Mechanically Sound",M,"27.5"" / 650B",160 mm,currency
2021 Norco Sight C1 Ultimate XX1 w/ AXS options,2021,Norco,Sight,2021,,4999,CAD,Excellent - Lightly Ridden,XL,"29""",160 mm,currency
2021 Santa Cruz Nomad (ox blood),2021,Santa Cruz,Nomad,2021,,5200,USD,Excellent - Lightly Ridden,M,"27.5"" / 650B",170 mm,currency
2012 REDUCED GT Ruckus 7.20,2012,GT,NoModelFound,2012,,1500,CAD,Excellent - Lightly Ridden,L,"26""",180 mm,model
2016 Lapierre Spicy 527 size large,2016,NoManufacturer,NoModelFound,2016,,1300,USD,Excellent - Lightly Ridden,L,"27.5"" / 650B",160 mm,manufacturer
2021 Transition Patrol Size M,2021,Transition,Patrol,2021,,3300,USD,Excellent - Lightly Ridden,M,"27.5"" / 650B",170 mm,currency
2017 Specialized FSR Stumpjumper,2017,Specialized,NoModelFound,2017,,1600,USD,Excellent - Lightly Ridden,L,"27.5"" / 650B",150 mm,model
2022 Juliana Roubion Medium,2022,Juliana,Roubion,2022,,6700,CAD,Excellent - Lightly Ridden,M,"27.5"" / 650B",160 mm,currency
2022 S-Works Enduro S4,2022,NoManufacturer,Enduro,2022,,8500,USD,Excellent - Lightly Ridden,L,"29""",180 mm,manufacturer
2021 Specialized S-Works Stumpjumper Evo,2021,Specialized,Stumpjumper EVO,2021,,5000,USD,Excellent - Lightly Ridden,M,"29""",160 mm,currency
Men’s L Specialized Epic FRS Mountain Bike,,Specialized,Frs,,,600,USD,"Good - Used, Mechanically Sound",L,"26""",,price
2022 KNOLLY FUGITIVE 138 SIZE LARGE,2022,Knolly,Fugitive,2022,,4500,USD,"Good - Used, Mechanically Sound",L,"29""",160 mm,currency
2018 Kona process 153AL XL frame,2018,Kona,Process 153,2018,,3699,CAD,Excellent - Lightly Ridden,XL,"29""",170 mm,currency
2021 Trek Remedy 9.8 w/ upgrades (inc. Bluetooth shifting!),2021,Trek,Remedy,2021,,4000,USD,Excellent - Lightly Ridden,XL,"27.5"" / 650B",160 mm,currency
2021 Specialized Stumpjumper Alloy Comp - S2,2021,Specialized,NoModelFound,2021,,2800,USD,Excellent - Lightly Ridden,S,"29""",140 mm,model
2020 Cannondale Jekyll 3 29er,2020,Cannondale,Jekyll,2020,,2000,USD,"Good - Used, Mechanically Sound",L,"29""",150 mm,currency
2021 Santa Cruz Nomad V5 CC medium custom build,2021,Santa Cruz,Nomad,2021,,4000,USD,Excellent - Lightly Ridden,M,"27.5"" / 650B",170 mm,currency
2020 Rocky Mountain Slayer C70,2020,Rocky Mountain,Slayer,2020,,2900,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",180 mm,currency
2020 Commencal Meta AM 29 (large) -,2020,Commencal,NoModelFound,2020,,1900,USD,"Good - Used, Mechanically Sound",L,"29""",170 mm,model
2021 Commencal Meta AM,2021,Commencal,NoModelFound,2021,,4050,CAD,Excellent - Lightly Ridden,M,"29""",170 mm,model
2007 SX Trail 3 - WTB,2007,NoManufacturer,Trail,2007,,1,USD,"Good - Used, Mechanically Sound",M,"26""",160 mm,manufacturer
2021 Transition Sentinel XT M,2021,Transition,Sentinel,2021,,4000,USD,Excellent - Lightly Ridden,M,"29""",160 mm,currency
2018 Norco Range A2,2018,Norco,Range,2018,,2000,CAD,"Good - Used, Mechanically Sound",M,"29""",150 mm,currency
"2022 Yeti SB 165 C2 Factory Built like new, size Large",2022,Yeti,Factor,2022,,8900,CAD,Excellent - Lightly Ridden,L,"27.5"" / 650B",180 mm,currency
2023 Rocky Mountain Altitude C50,2023,Rocky Mountain,Altitude,2023,,5850,CAD,New - Unridden/With Tags,M,"29""",170 mm,currency
2019 Kona Process 153 29 medium,2019,Kona,Process 153,2019,,2200,USD,"Good - Used, Mechanically Sound",M,"29""",160 mm,currency
2015 S Norco Range A7.1,2015,Norco,Range,2015,,1500,USD,"Good - Used, Mechanically Sound",S,"27.5"" / 650B",160 mm,currency
2019 santa cruz bronson c gx reserve,2019,Santa Cruz,Bronson,2019,,4950,CAD,Excellent - Lightly Ridden,XL,"27.5"" / 650B",160 mm,currency
2016 Ibis Mojo HD,2016,Ibis,Mojo,2016,,2000,CAD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",160 mm,currency
2017 Best Deal Carbon Santa Cruz Nomad Enve wheelset,2017,Santa Cruz,Nomad,2017,,2500,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",170 mm,currency
2019 Cannondale Habit WNS 2,2019,Cannondale,Habit,2019,,1300,USD,Excellent - Lightly Ridden,M,"29""",,currency
2020 Transition Sentinel,2020,Transition,Sentinel,2020,,3000,CAD,"Good - Used, Mechanically Sound",M,"29""",160 mm,currency
"2022 Ibis Ripmo AF SLX, Large, Fox Float X2",2022,Ibis,Ripmo,2022,,2850,USD,Excellent - Lightly Ridden,L,"29""",160 mm,currency
2022 LIKE NEW Kona Honzo SMALL FRAME,2022,Kona,Honzo,2022,,1150,USD,Excellent - Lightly Ridden,S,"26""",60 mm,currency
2016 INTENSE TRACER T275 PALMER EDITION LARGE,2016,Intense,Tracer,2016,,2900,CAD,Excellent - Lightly Ridden,L,"27.5"" / 650B",160 mm,currency
2018 Specialized Enduro Coil 29,2018,Specialized,Enduro,2018,,2500,USD,"Good - Used, Mechanically Sound",XL,"29""",160 mm,currency
"2023 Deviate Claymore, Large, XX1 AXS, i9, Enve",2023,Deviate,Claymore,2023,,7200,USD,Excellent - Lightly Ridden,L,"29""",170 mm,currency
2021 Meta Power,2021,NoManufacturer,Meta Power,2021,,5200,CAD,Excellent - Lightly Ridden,S,"29""",170 mm,manufacturer
2022 Transition Sentinel GX,2022,Transition,Sentinel,2022,,3500,USD,Excellent - Lightly Ridden,L,"29""",160 mm,currency
2017 Commencal Meta V4.2,2017,Commencal,NoModelFound,2017,,1495,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",170 mm,model
2022 Marin alpine trail xr,2022,Ari,Alpine Trail,2022,,2000,USD,"Good - Used, Mechanically Sound",S,"29""",160 mm,currency
2021 Commencal Meta Power SX,2021,Commencal,Meta Power,2021,,5300,CAD,Excellent - Lightly Ridden,L,"27.5"" / 650B",180 mm,currency
2019 Diamondback Release 3 Large,2019,Diamondback,Release,2019,,1600,USD,"Good - Used, Mechanically Sound","19""","27.5"" / 650B",150 mm,currency
2018 Kona Process 153,2018,Kona,Process 153,2018,,3750,CAD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",160 mm,currency
"Marin- San Rafael 15 """,,Ari,NoModelFound,,,400,USD,Excellent - Lightly Ridden,"15.5""",700C,60 mm,price
2021 Commencal Clash Ride,2021,Commencal,Clash,2021,,2400,USD,"Good - Used, Mechanically Sound",M,"27.5"" / 650B",180 mm,currency
2019 Fantic XF1 integra,2019,NoManufacturer,NoModelFound,2019,,3500,USD,"Good - Used, Mechanically Sound",S,"29""",180 mm,manufacturer
2019 Canyon Strive CF8 XL,2019,Canyon,Strive,2019,,2900,USD,Excellent - Lightly Ridden,XL,"29""",160 mm,currency
2016 Kona process 153 medium frame,2016,Kona,Process 153,2016,,2800,USD,Excellent - Lightly Ridden,M,"27.5"" / 650B",160 mm,currency
2021 Trek Remedy 8,2021,Trek,Remedy,2021,,2800,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",160 mm,currency
2019 YT Capra,2019,YT,Capra,2019,,2700,CAD,"Good - Used, Mechanically Sound",XL,"29""",160 mm,currency
2017 Banshee Rune V2,2017,Banshee,NoModelFound,2017,,2500,USD,"Good - Used, Mechanically Sound",S,"27.5"" / 650B",160 mm,model
"2012 Cannondale Claymore 1, L",2012,Cannondale,Claymore,2012,,900,CAD,"Good - Used, Mechanically Sound",L,"26""",180 mm,currency
2015 Norco Range A7.1,2015,Norco,Range,2015,,1700,CAD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",170 mm,currency
2020 Pivot Switchblade Team XTR (XL),2020,Pivot,Switchblade,2020,,5500,USD,Excellent - Lightly Ridden,XL,"29""",160 mm,currency
2017 transition smuggler,2017,Transition,Smuggler,2017,,1400,USD,"Good - Used, Mechanically Sound",M,"29""",160 mm,currency
2013 Rocky Mountain Altitude 730 size XL,2013,Rocky Mountain,Altitude,2013,,1050,CAD,"Good - Used, Mechanically Sound",XL,"27.5"" / 650B",150 mm,currency
2022 Cube Stereo Hybrod 150S,2022,Cube,Stereo,2022,,6000,CAD,Excellent - Lightly Ridden,M,"29""",160 mm,currency
2023 Cannondale Jekyll 2 Carbon Small,2023,Cannondale,Jekyll,2023,,2900,USD,"Good - Used, Mechanically Sound",S,"29""",170 mm,currency
2015 NS Surge Evo size Large,2015,NoManufacturer,NoModelFound,2015,,1100,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",160 mm,manufacturer
2017 Specialized Enduro (sworks frame/pro model parts),2017,Specialized,Nduro,2017,,2000,USD,Excellent - Lightly Ridden,L,"27.5"" / 650B",,currency
2020 Rocky Mountain Altitude Alloy 30,2020,Rocky Mountain,Altitude,2020,,2300,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",160 mm,currency
2022 Ibis Ripmo AF XL new carbon Stans wheels,2022,Ibis,Ripmo,2022,,3500,USD,"Good - Used, Mechanically Sound",XL,"29""",160 mm,currency
"2021 Norco Sight A1 Medium 29""",2021,Norco,Sight,2021,,4000,CAD,Excellent - Lightly Ridden,M,"29""",160 mm,currency
2016 Giant Trance Advanced 1 Carbon,2016,Giant,NoModelFound,2016,,2000,CAD,"Good - Used, Mechanically Sound",M,"27.5"" / 650B",140 mm,model
2018 Orbea Rallon large w linkage upgrade,2018,Orbea,Rallon,2018,,2700,USD,"Good - Used, Mechanically Sound",L,"29""",160 mm,currency
2020 Small Scott Ransom 930,2020,Scott,Ransom,2020,,2750,USD,"Good - Used, Mechanically Sound",S,"29""",170 mm,currency
2019 Ibis Mojo HD4,2019,Ibis,Mojo,2019,,3250,USD,Excellent - Lightly Ridden,M,"27.5"" / 650B",160 mm,currency
2023 ‘23 Specialized Status 160 S4,2023,Specialized,Status,2023,,2300,USD,Excellent - Lightly Ridden,L,"27.5"" / 650B",160 mm,currency
2020 Pivot switchblade xtr,2020,Pivot,Switchblade,2020,,4490,USD,"Good - Used, Mechanically Sound",M,"29""",160 mm,currency
2019 Kona Process 165,2019,Kona,NoModelFound,2019,,2799,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",180 mm,model
2021 PIVOT FIREBIRD R29 LARGE SIZE,2021,Pivot,NoModelFound,2021,,4500,USD,Excellent - Lightly Ridden,L,"29""",170 mm,model
2020 Canyon Torque 9.0 CF,2020,Canyon,Torque,2020,,4500,USD,Excellent - Lightly Ridden,L,"27.5"" / 650B",180 mm,currency
2019 Trek Slash 9.9,2019,Trek,Slash,2019,,2500,USD,Excellent - Lightly Ridden,L,"29""",160 mm,currency
2018 Specialized Rhyme Comp - Womens Medium Frame,2018,Specialized,NoModelFound,2018,,2500,CAD,"Good - Used, Mechanically Sound",M,"27.5"" / 650B",160 mm,model
2016 Norco Range A7.2 Large,2016,Norco,Range,2016,,1800,CAD,Excellent - Lightly Ridden,L,"27.5"" / 650B",170 mm,currency
2021 Scott Genius 950,2021,Scott,Genius,2021,,3600,USD,"Good - Used, Mechanically Sound",L,"29""",160 mm,currency
2018 Specialized Enduro Elite XL,2018,Specialized,Elite,2018,,3200,CAD,"Good - Used, Mechanically Sound",XL,"29""",160 mm,currency
2019 Trek 9.7,2019,Trek,NoModelFound,2019,,1850,USD,"Good - Used, Mechanically Sound","17.5""","27.5"" / 650B",160 mm,model
2022 Ibis Mojo HD5,2022,Ibis,Mojo,2022,,3500,USD,"Good - Used, Mechanically Sound",M,"27.5"" / 650B",170 mm,currency
2023 norco sight a1 medium 29,2023,Norco,Sight,2023,,4600,CAD,Excellent - Lightly Ridden,M,"29""",160 mm,currency
2023 Trek Slash 7,2023,Trek,Slash,2023,,2700,USD,Excellent - Lightly Ridden,M,"29""",170 mm,currency
2022 Used 2x - Knolly Chilcotin 167 XL,2022,Knolly,Chilcotin,2022,,4500,CAD,Excellent - Lightly Ridden,XL,"29""",170 mm,currency
2019 Devinci Spartan (price drop),2019,Devinci,Spartan,2019,,3100,USD,"Good - Used, Mechanically Sound","19""","29""",160 mm,currency
2019 Wicked Bikes Custom build (price drop),2019,NoManufacturer,NoModelFound,2019,,2300,USD,"Good - Used, Mechanically Sound",L,"29""",160 mm,manufacturer
2022 BRAND NEW - Diamondback Release 5c - Medium,2022,Diamondback,Release,2022,,2700,USD,New - Unridden/With Tags,M,"27.5"" / 650B",150 mm,currency
2020 Rocky Mountain Altitude A30 - M,2020,Rocky Mountain,Altitude,2020,,2500,CAD,Excellent - Lightly Ridden,M,"27.5"" / 650B",160 mm,currency
2019 Ibis Mojo Hd4 Carbon GX,2019,Ibis,Mojo,2019,,4000,USD,Excellent - Lightly Ridden,L,"27.5"" / 650B",160 mm,currency
2018 Medium Kona Process 153 CR/DL 27.5,2018,Kona,Process 153,2018,,2000,USD,"Good - Used, Mechanically Sound",M,"27.5"" / 650B",170 mm,currency
2022 Specialized status,2022,Specialized,Status,2022,,1800,USD,Excellent - Lightly Ridden,M,"27.5"" / 650B",180 mm,currency
2021 Specialized Enduro Comp S3,2021,Specialized,Enduro,2021,,3200,USD,"Good - Used, Mechanically Sound",M,"29""",170 mm,currency
2019 Transition Patrol X01 Carbon,2019,Transition,Patrol,2019,,3500,USD,Excellent - Lightly Ridden,M,"27.5"" / 650B",170 mm,currency
2018 Commencal Supreme SX - XL Size,2018,Commencal,NoModelFound,2018,,2100,USD,"Good - Used, Mechanically Sound",XL,"27.5"" / 650B",180 mm,model
2021 Transition Scout Carbon - L,2021,Transition,Scout,2021,,3600,USD,Excellent - Lightly Ridden,L,"27.5"" / 650B",150 mm,currency
2021 Specialized Enduro Comp S5 ride wrapped since new,2021,Specialized,Enduro,2021,,4750,CAD,Excellent - Lightly Ridden,XL,"29""",170 mm,currency
2019 Cannondale Jekyll 1,2019,Cannondale,Jekyll,2019,,2300,USD,"Good - Used, Mechanically Sound",M,"29""",150 mm,currency
2021 Fezarri La Sal Peak xl,2021,NoManufacturer,La Sal Peak,2021,,2500,USD,"Good - Used, Mechanically Sound",XL,"29""",170 mm,manufacturer
2019 Commencal Meta AM,2019,Commencal,NoModelFound,2019,,4100,USD,"Good - Used, Mechanically Sound",XL,"29""",180 mm,model
2015 Pivot Mach 6,2015,Pivot,NoModelFound,2015,,2300,USD,Excellent - Lightly Ridden,M,"27.5"" / 650B",160 mm,model
2023 S-works Enduro S3,2023,NoManufacturer,Enduro,2023,,5700,USD,Excellent - Lightly Ridden,M,"29""",170 mm,manufacturer
2018 Norco Range A3 Medium,2018,Norco,Range,2018,,2000,CAD,"Good - Used, Mechanically Sound",M,"27.5"" / 650B",170 mm,currency
"2019 Yeti sb150 Custom., ENVE, PUSH 11/6",2019,Yeti,SB150,2019,,5000,USD,"Good - Used, Mechanically Sound",XL,"29""",170 mm,currency
2019 27.5 Alchemy Arktos - Medium,2019,Alchemy,NoModelFound,2019,,2000,USD,"Good - Used, Mechanically Sound",M,"27.5"" / 650B",160 mm,model
2021 Marin San Quentin 3,2021,Ari,San Quentin,2021,,1900,USD,Excellent - Lightly Ridden,L,"27.5"" / 650B",130 mm,currency
2013 Norco Range A1,2013,Norco,Range,2013,,1200,CAD,"Good - Used, Mechanically Sound",M,"27.5"" / 650B",160 mm,currency
2018 Pivot Mach 6 Size Large,2018,Pivot,NoModelFound,2018,,2800,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",160 mm,model
2018 Yt capra comp,2018,YT,Capra,2018,,2000,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",170 mm,currency
2021 Enduro Rocky Mountain Altitude,2021,Rocky Mountain,Enduro,2021,,3400,CAD,Excellent - Lightly Ridden,L,"27.5"" / 650B",170 mm,currency
2023 Medium Santa Cruz Megatower,2023,Santa Cruz,Mega,2023,,4800,USD,"Good - Used, Mechanically Sound",M,"29""",170 mm,currency
2016 Trek Remedy 9.8,2016,Trek,Remedy,2016,,1799,USD,"Good - Used, Mechanically Sound","17.5""","27.5"" / 650B",140 mm,currency
2021 Santa Cruz Nomad Medium,2021,Santa Cruz,Nomad,2021,,7900,CAD,Excellent - Lightly Ridden,M,"27.5"" / 650B",170 mm,currency
2021 kona process 153 27.5 med,2021,Kona,Process 153,2021,,3000,USD,Excellent - Lightly Ridden,M,"27.5"" / 650B",170 mm,currency
2021 *PRICED DROP* Santa Cruz Nomad V5 C,2021,Santa Cruz,Nomad,2021,,4200,USD,Excellent - Lightly Ridden,L,"27.5"" / 650B",170 mm,currency
"2019 Transition Sentinel, X0 (Lg.)",2019,Transition,Sentinel,2019,,2800,USD,"Good - Used, Mechanically Sound",L,"29""",160 mm,currency
"2021 Rocky Mountain, Instinct 50 XT (M)",2021,Rocky Mountain,Instinct,2021,,4600,USD,Excellent - Lightly Ridden,M,"29""",170 mm,currency
2023 Trek Slash 8 Large,2023,Trek,Slash,2023,,3100,USD,"Good - Used, Mechanically Sound",L,"29""",170 mm,currency
2019 GT Force Medium,2019,GT,Force,2019,,3000,CAD,Excellent - Lightly Ridden,M,"27.5"" / 650B",160 mm,currency
2023 trek fuel ex 5 gen 6 size large,2023,Trek,Fuel EX,2023,,3000,CAD,"Good - Used, Mechanically Sound",L,"29""",140 mm,currency
2019 YT Capra 27.5,2019,YT,Capra,2019,,2200,USD,"Good - Used, Mechanically Sound",XL,"27.5"" / 650B",170 mm,currency
"2021 Commencal Meta AM Origin, Size small",2021,Commencal,NoModelFound,2021,,2700,USD,"Good - Used, Mechanically Sound",S,"29""",170 mm,model
2018 Norco Sight Carbon Medium,2018,Norco,Sight,2018,,4500,CAD,"Good - Used, Mechanically Sound",M,"27.5"" / 650B",150 mm,currency
2021 Santa Cruz Bronson C - SMALL - LIKE NEW*,2021,Santa Cruz,Bronson,2021,,4900,USD,Excellent - Lightly Ridden,S,"27.5"" / 650B",160 mm,currency
2017 Expert Tracer,2017,NoManufacturer,Tracer,2017,,2500,CAD,Excellent - Lightly Ridden,M,"29""",160 mm,manufacturer
2020 Giant reign sx,2020,Giant,Reign,2020,,1400,USD,"Good - Used, Mechanically Sound",XL,"27.5"" / 650B",180 mm,currency
2016 Transition Patrol,2016,Transition,Patrol,2016,,2000,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",160 mm,currency
